@relation 'spambase-weka.filters.supervised.attribute.Discretize-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R49,51,44,13,39,33,42,35,1,18,12,20,8,3,46,10,24,6,27,17,25,5,45,7,53,50,16,21,19,52,55-58-weka.filters.unsupervised.attribute.Remove-V-R19,21,28,27,30,24,32,25,34'

@attribute word_freq_george {'\'(-inf-0.005]\'','\'(0.005-0.44]\'','\'(0.44-inf)\''}
@attribute word_freq_hp {'\'(-inf-0.12]\'','\'(0.12-1.495]\'','\'(1.495-inf)\''}
@attribute word_freq_your {'\'(-inf-0.405]\'','\'(0.405-0.915]\'','\'(0.915-6.6]\'','\'(6.6-inf)\''}
@attribute word_freq_free {'\'(-inf-0.095]\'','\'(0.095-inf)\''}
@attribute char_freq_! {'\'(-inf-0.005]\'','\'(0.005-0.011]\'','\'(0.011-0.0795]\'','\'(0.0795-0.3775]\'','\'(0.3775-inf)\''}
@attribute word_freq_remove {'\'(-inf-0.01]\'','\'(0.01-inf)\''}
@attribute capital_run_length_longest {'\'(-inf-5.5]\'','\'(5.5-9.5]\'','\'(9.5-18.5]\'','\'(18.5-55.5]\'','\'(55.5-251.5]\'','\'(251.5-inf)\''}
@attribute char_freq_$ {'\'(-inf-0.0125]\'','\'(0.0125-0.0555]\'','\'(0.0555-0.1475]\'','\'(0.1475-inf)\''}
@attribute class {0,1}

@data
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(0.005-0.44]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(251.5-inf)\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(-inf-0.005]\'','\'(-inf-0.01]\'','\'(-inf-5.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(0.12-1.495]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(0.12-1.495]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(-inf-0.01]\'','\'(-inf-5.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.005-0.011]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(0.12-1.495]\'','\'(-inf-0.405]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(0.12-1.495]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(-inf-0.005]\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(0.12-1.495]\'','\'(0.405-0.915]\'','\'(0.095-inf)\'','\'(-inf-0.005]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(-inf-0.01]\'','\'(-inf-5.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(5.5-9.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(5.5-9.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(0.095-inf)\'','\'(0.011-0.0795]\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.011-0.0795]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(251.5-inf)\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.005-0.011]\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(-inf-0.005]\'','\'(-inf-0.01]\'','\'(9.5-18.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(-inf-0.405]\'','\'(-inf-0.095]\'','\'(0.011-0.0795]\'','\'(0.01-inf)\'','\'(9.5-18.5]\'','\'(0.0555-0.1475]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.0125-0.0555]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(-inf-5.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(-inf-0.095]\'','\'(0.0795-0.3775]\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.915-6.6]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(-inf-0.095]\'','\'(0.3775-inf)\'','\'(0.01-inf)\'','\'(18.5-55.5]\'','\'(-inf-0.0125]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.12]\'','\'(0.405-0.915]\'','\'(0.095-inf)\'','\'(0.3775-inf)\'','\'(-inf-0.01]\'','\'(55.5-251.5]\'','\'(0.1475-inf)\'',1
