@relation './madelon_sorted-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R500,472,367,283,142,19,501'

@attribute feature-105 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute feature-66 {'\'(-inf-399.8]\'','\'(399.8-426.6]\'','\'(426.6-453.4]\'','\'(453.4-480.2]\'','\'(480.2-507]\'','\'(507-533.8]\'','\'(533.8-560.6]\'','\'(560.6-587.4]\'','\'(587.4-614.2]\'','\'(614.2-inf)\''}
@attribute feature-224 {'\'(-inf-386.8]\'','\'(386.8-413.6]\'','\'(413.6-440.4]\'','\'(440.4-467.2]\'','\'(467.2-494]\'','\'(494-520.8]\'','\'(520.8-547.6]\'','\'(547.6-574.4]\'','\'(574.4-601.2]\'','\'(601.2-inf)\''}
@attribute feature-26 {'\'(-inf-436.2]\'','\'(436.2-451.4]\'','\'(451.4-466.6]\'','\'(466.6-481.8]\'','\'(481.8-497]\'','\'(497-512.2]\'','\'(512.2-527.4]\'','\'(527.4-542.6]\'','\'(542.6-557.8]\'','\'(557.8-inf)\''}
@attribute feature-464 {'\'(-inf-436.3]\'','\'(436.3-448.6]\'','\'(448.6-460.9]\'','\'(460.9-473.2]\'','\'(473.2-485.5]\'','\'(485.5-497.8]\'','\'(497.8-510.1]\'','\'(510.1-522.4]\'','\'(522.4-534.7]\'','\'(534.7-inf)\''}
@attribute feature-120 {'\'(-inf-470.6]\'','\'(470.6-472.2]\'','\'(472.2-473.8]\'','\'(473.8-475.4]\'','\'(475.4-477]\'','\'(477-478.6]\'','\'(478.6-480.2]\'','\'(480.2-481.8]\'','\'(481.8-483.4]\'','\'(483.4-inf)\''}
@attribute CLASS {0,1}

@data
'\'(399.6-499.5]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(599.4-699.3]\'','\'(426.6-453.4]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(473.8-475.4]\'',0
'\'(299.7-399.6]\'','\'(453.4-480.2]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(472.2-473.8]\'',1
'\'(399.6-499.5]\'','\'(453.4-480.2]\'','\'(547.6-574.4]\'','\'(512.2-527.4]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',0
'\'(299.7-399.6]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(478.6-480.2]\'',0
'\'(199.8-299.7]\'','\'(507-533.8]\'','\'(440.4-467.2]\'','\'(451.4-466.6]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',1
'\'(99.9-199.8]\'','\'(453.4-480.2]\'','\'(494-520.8]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',1
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',1
'\'(499.5-599.4]\'','\'(533.8-560.6]\'','\'(494-520.8]\'','\'(512.2-527.4]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',1
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(413.6-440.4]\'','\'(512.2-527.4]\'','\'(460.9-473.2]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(440.4-467.2]\'','\'(497-512.2]\'','\'(485.5-497.8]\'','\'(478.6-480.2]\'',0
'\'(299.7-399.6]\'','\'(533.8-560.6]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',0
'\'(799.2-899.1]\'','\'(507-533.8]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(477-478.6]\'',1
'\'(399.6-499.5]\'','\'(614.2-inf)\'','\'(520.8-547.6]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',1
'\'(599.4-699.3]\'','\'(507-533.8]\'','\'(547.6-574.4]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(485.5-497.8]\'','\'(478.6-480.2]\'',0
'\'(399.6-499.5]\'','\'(453.4-480.2]\'','\'(547.6-574.4]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(472.2-473.8]\'',1
'\'(599.4-699.3]\'','\'(453.4-480.2]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(497-512.2]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',1
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(497-512.2]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',0
'\'(499.5-599.4]\'','\'(453.4-480.2]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(477-478.6]\'',1
'\'(599.4-699.3]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(527.4-542.6]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',1
'\'(199.8-299.7]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(472.2-473.8]\'',0
'\'(199.8-299.7]\'','\'(533.8-560.6]\'','\'(494-520.8]\'','\'(497-512.2]\'','\'(473.2-485.5]\'','\'(478.6-480.2]\'',1
'\'(699.3-799.2]\'','\'(426.6-453.4]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(472.2-473.8]\'',1
'\'(699.3-799.2]\'','\'(507-533.8]\'','\'(440.4-467.2]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(499.5-599.4]\'','\'(560.6-587.4]\'','\'(494-520.8]\'','\'(527.4-542.6]\'','\'(510.1-522.4]\'','\'(473.8-475.4]\'',0
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(497-512.2]\'','\'(460.9-473.2]\'','\'(475.4-477]\'',1
'\'(699.3-799.2]\'','\'(587.4-614.2]\'','\'(494-520.8]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(460.9-473.2]\'','\'(475.4-477]\'',1
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(436.2-451.4]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(507-533.8]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',1
'\'(299.7-399.6]\'','\'(453.4-480.2]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',0
'\'(599.4-699.3]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(497-512.2]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(440.4-467.2]\'','\'(481.8-497]\'','\'(510.1-522.4]\'','\'(472.2-473.8]\'',0
'\'(299.7-399.6]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(470.6-472.2]\'',0
'\'(499.5-599.4]\'','\'(533.8-560.6]\'','\'(547.6-574.4]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(477-478.6]\'',0
'\'(499.5-599.4]\'','\'(426.6-453.4]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',1
'\'(399.6-499.5]\'','\'(560.6-587.4]\'','\'(520.8-547.6]\'','\'(512.2-527.4]\'','\'(448.6-460.9]\'','\'(472.2-473.8]\'',0
'\'(299.7-399.6]\'','\'(426.6-453.4]\'','\'(494-520.8]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',1
'\'(499.5-599.4]\'','\'(426.6-453.4]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(485.5-497.8]\'','\'(480.2-481.8]\'',0
'\'(599.4-699.3]\'','\'(507-533.8]\'','\'(547.6-574.4]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(599.4-699.3]\'','\'(560.6-587.4]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(436.3-448.6]\'','\'(473.8-475.4]\'',1
'\'(599.4-699.3]\'','\'(560.6-587.4]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(533.8-560.6]\'','\'(440.4-467.2]\'','\'(481.8-497]\'','\'(448.6-460.9]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(472.2-473.8]\'',1
'\'(399.6-499.5]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(478.6-480.2]\'',0
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',1
'\'(499.5-599.4]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(451.4-466.6]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(547.6-574.4]\'','\'(451.4-466.6]\'','\'(485.5-497.8]\'','\'(478.6-480.2]\'',1
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(542.6-557.8]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',1
'\'(599.4-699.3]\'','\'(480.2-507]\'','\'(413.6-440.4]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',0
'\'(599.4-699.3]\'','\'(453.4-480.2]\'','\'(440.4-467.2]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(533.8-560.6]\'','\'(520.8-547.6]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(477-478.6]\'',0
'\'(399.6-499.5]\'','\'(533.8-560.6]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(478.6-480.2]\'',1
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(547.6-574.4]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',0
'\'(499.5-599.4]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(497-512.2]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',0
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(477-478.6]\'',1
'\'(499.5-599.4]\'','\'(453.4-480.2]\'','\'(494-520.8]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',0
'\'(699.3-799.2]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(512.2-527.4]\'','\'(485.5-497.8]\'','\'(478.6-480.2]\'',0
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(299.7-399.6]\'','\'(587.4-614.2]\'','\'(494-520.8]\'','\'(497-512.2]\'','\'(460.9-473.2]\'','\'(478.6-480.2]\'',1
'\'(499.5-599.4]\'','\'(507-533.8]\'','\'(520.8-547.6]\'','\'(451.4-466.6]\'','\'(510.1-522.4]\'','\'(473.8-475.4]\'',1
'\'(199.8-299.7]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(512.2-527.4]\'','\'(485.5-497.8]\'','\'(470.6-472.2]\'',0
'\'(199.8-299.7]\'','\'(507-533.8]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',1
'\'(499.5-599.4]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(477-478.6]\'',1
'\'(399.6-499.5]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(436.2-451.4]\'','\'(522.4-534.7]\'','\'(477-478.6]\'',1
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(497-512.2]\'','\'(497.8-510.1]\'','\'(477-478.6]\'',0
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(386.8-413.6]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(472.2-473.8]\'',1
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(534.7-inf)\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(481.8-497]\'','\'(460.9-473.2]\'','\'(478.6-480.2]\'',0
'\'(499.5-599.4]\'','\'(507-533.8]\'','\'(440.4-467.2]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',0
'\'(399.6-499.5]\'','\'(560.6-587.4]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(477-478.6]\'',1
'\'(699.3-799.2]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',1
'\'(499.5-599.4]\'','\'(453.4-480.2]\'','\'(467.2-494]\'','\'(436.2-451.4]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',1
'\'(599.4-699.3]\'','\'(533.8-560.6]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(472.2-473.8]\'',0
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(413.6-440.4]\'','\'(497-512.2]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(299.7-399.6]\'','\'(533.8-560.6]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(460.9-473.2]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(507-533.8]\'','\'(520.8-547.6]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(477-478.6]\'',0
'\'(499.5-599.4]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',1
'\'(399.6-499.5]\'','\'(453.4-480.2]\'','\'(494-520.8]\'','\'(497-512.2]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',1
'\'(599.4-699.3]\'','\'(480.2-507]\'','\'(440.4-467.2]\'','\'(512.2-527.4]\'','\'(485.5-497.8]\'','\'(472.2-473.8]\'',1
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',0
'\'(99.9-199.8]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(477-478.6]\'',1
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(436.2-451.4]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',0
'\'(199.8-299.7]\'','\'(587.4-614.2]\'','\'(574.4-601.2]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(507-533.8]\'','\'(547.6-574.4]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',0
'\'(399.6-499.5]\'','\'(560.6-587.4]\'','\'(467.2-494]\'','\'(527.4-542.6]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(560.6-587.4]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',0
'\'(299.7-399.6]\'','\'(453.4-480.2]\'','\'(547.6-574.4]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(473.8-475.4]\'',0
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(460.9-473.2]\'','\'(473.8-475.4]\'',1
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(533.8-560.6]\'','\'(494-520.8]\'','\'(497-512.2]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',0
'\'(299.7-399.6]\'','\'(560.6-587.4]\'','\'(413.6-440.4]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(436.2-451.4]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(453.4-480.2]\'','\'(440.4-467.2]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(399.6-499.5]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(451.4-466.6]\'','\'(497.8-510.1]\'','\'(477-478.6]\'',0
'\'(199.8-299.7]\'','\'(533.8-560.6]\'','\'(440.4-467.2]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',1
'\'(299.7-399.6]\'','\'(453.4-480.2]\'','\'(494-520.8]\'','\'(497-512.2]\'','\'(460.9-473.2]\'','\'(477-478.6]\'',0
'\'(399.6-499.5]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',1
'\'(599.4-699.3]\'','\'(480.2-507]\'','\'(440.4-467.2]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(477-478.6]\'',0
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(440.4-467.2]\'','\'(466.6-481.8]\'','\'(510.1-522.4]\'','\'(473.8-475.4]\'',1
'\'(299.7-399.6]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(453.4-480.2]\'','\'(440.4-467.2]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(199.8-299.7]\'','\'(507-533.8]\'','\'(440.4-467.2]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(477-478.6]\'',0
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(413.6-440.4]\'','\'(497-512.2]\'','\'(448.6-460.9]\'','\'(473.8-475.4]\'',0
'\'(199.8-299.7]\'','\'(560.6-587.4]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(522.4-534.7]\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(497-512.2]\'','\'(460.9-473.2]\'','\'(477-478.6]\'',1
'\'(299.7-399.6]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(477-478.6]\'',0
'\'(599.4-699.3]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(460.9-473.2]\'','\'(473.8-475.4]\'',1
'\'(599.4-699.3]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',0
'\'(499.5-599.4]\'','\'(426.6-453.4]\'','\'(494-520.8]\'','\'(512.2-527.4]\'','\'(510.1-522.4]\'','\'(472.2-473.8]\'',1
'\'(299.7-399.6]\'','\'(507-533.8]\'','\'(440.4-467.2]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',0
'\'(299.7-399.6]\'','\'(453.4-480.2]\'','\'(413.6-440.4]\'','\'(466.6-481.8]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(426.6-453.4]\'','\'(520.8-547.6]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(499.5-599.4]\'','\'(453.4-480.2]\'','\'(467.2-494]\'','\'(497-512.2]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',0
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(547.6-574.4]\'','\'(497-512.2]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',1
'\'(499.5-599.4]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(299.7-399.6]\'','\'(507-533.8]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',0
'\'(299.7-399.6]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(507-533.8]\'','\'(494-520.8]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(440.4-467.2]\'','\'(451.4-466.6]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',0
'\'(299.7-399.6]\'','\'(587.4-614.2]\'','\'(467.2-494]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',0
'\'(599.4-699.3]\'','\'(426.6-453.4]\'','\'(440.4-467.2]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(478.6-480.2]\'',1
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(599.4-699.3]\'','\'(480.2-507]\'','\'(440.4-467.2]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',1
'\'(499.5-599.4]\'','\'(507-533.8]\'','\'(413.6-440.4]\'','\'(466.6-481.8]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(-inf-99.9]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',0
'\'(499.5-599.4]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(477-478.6]\'',1
'\'(499.5-599.4]\'','\'(560.6-587.4]\'','\'(574.4-601.2]\'','\'(497-512.2]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',0
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(470.6-472.2]\'',0
'\'(399.6-499.5]\'','\'(587.4-614.2]\'','\'(520.8-547.6]\'','\'(466.6-481.8]\'','\'(460.9-473.2]\'','\'(477-478.6]\'',1
'\'(699.3-799.2]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(512.2-527.4]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',1
'\'(599.4-699.3]\'','\'(453.4-480.2]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',1
'\'(199.8-299.7]\'','\'(480.2-507]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(497.8-510.1]\'','\'(473.8-475.4]\'',0
'\'(399.6-499.5]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(497-512.2]\'','\'(497.8-510.1]\'','\'(475.4-477]\'',1
'\'(499.5-599.4]\'','\'(560.6-587.4]\'','\'(574.4-601.2]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(477-478.6]\'',1
'\'(599.4-699.3]\'','\'(480.2-507]\'','\'(440.4-467.2]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',1
'\'(399.6-499.5]\'','\'(480.2-507]\'','\'(520.8-547.6]\'','\'(481.8-497]\'','\'(473.2-485.5]\'','\'(472.2-473.8]\'',0
'\'(299.7-399.6]\'','\'(533.8-560.6]\'','\'(467.2-494]\'','\'(512.2-527.4]\'','\'(473.2-485.5]\'','\'(470.6-472.2]\'',0
'\'(499.5-599.4]\'','\'(480.2-507]\'','\'(494-520.8]\'','\'(497-512.2]\'','\'(485.5-497.8]\'','\'(473.8-475.4]\'',0
'\'(299.7-399.6]\'','\'(533.8-560.6]\'','\'(440.4-467.2]\'','\'(451.4-466.6]\'','\'(497.8-510.1]\'','\'(477-478.6]\'',0
'\'(299.7-399.6]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(466.6-481.8]\'','\'(485.5-497.8]\'','\'(478.6-480.2]\'',0
'\'(599.4-699.3]\'','\'(453.4-480.2]\'','\'(520.8-547.6]\'','\'(512.2-527.4]\'','\'(485.5-497.8]\'','\'(475.4-477]\'',0
'\'(499.5-599.4]\'','\'(453.4-480.2]\'','\'(494-520.8]\'','\'(512.2-527.4]\'','\'(448.6-460.9]\'','\'(475.4-477]\'',1
'\'(299.7-399.6]\'','\'(560.6-587.4]\'','\'(440.4-467.2]\'','\'(436.2-451.4]\'','\'(448.6-460.9]\'','\'(475.4-477]\'',0
'\'(399.6-499.5]\'','\'(533.8-560.6]\'','\'(413.6-440.4]\'','\'(512.2-527.4]\'','\'(473.2-485.5]\'','\'(475.4-477]\'',1
'\'(499.5-599.4]\'','\'(533.8-560.6]\'','\'(494-520.8]\'','\'(451.4-466.6]\'','\'(473.2-485.5]\'','\'(473.8-475.4]\'',1
'\'(299.7-399.6]\'','\'(507-533.8]\'','\'(467.2-494]\'','\'(481.8-497]\'','\'(485.5-497.8]\'','\'(478.6-480.2]\'',0
