@relation './gina_train-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R42,31,30,29,22,17,11,10,6,4,971'

@attribute attr41 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute attr30 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute attr29 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute attr28 {'\'(-inf-25.4]\'','\'(25.4-50.8]\'','\'(50.8-76.2]\'','\'(76.2-101.6]\'','\'(101.6-127]\'','\'(127-152.4]\'','\'(152.4-177.8]\'','\'(177.8-203.2]\'','\'(203.2-228.6]\'','\'(228.6-inf)\''}
@attribute attr21 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute attr16 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute attr10 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute attr9 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute attr5 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute attr3 {'\'(-inf-25.5]\'','\'(25.5-51]\'','\'(51-76.5]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(153-178.5]\'','\'(178.5-204]\'','\'(204-229.5]\'','\'(229.5-inf)\''}
@attribute CLASS {0,1}

@data
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',0
'\'(51-76.5]\'','\'(229.5-inf)\'','\'(102-127.5]\'','\'(-inf-25.4]\'','\'(153-178.5]\'','\'(-inf-25.5]\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(25.5-51]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(25.5-51]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(153-178.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(153-178.5]\'','\'(-inf-25.4]\'','\'(204-229.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(51-76.5]\'','\'(76.5-102]\'',1
'\'(229.5-inf)\'','\'(178.5-204]\'','\'(178.5-204]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(25.5-51]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'',1
'\'(204-229.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(204-229.5]\'',1
'\'(229.5-inf)\'','\'(102-127.5]\'','\'(127.5-153]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(204-229.5]\'',0
'\'(25.5-51]\'','\'(229.5-inf)\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(127.5-153]\'','\'(178.5-204]\'','\'(102-127.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',1
'\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(76.5-102]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(178.5-204]\'','\'(-inf-25.5]\'',1
'\'(51-76.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(25.5-51]\'',0
'\'(-inf-25.5]\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(76.5-102]\'','\'(102-127.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(51-76.5]\'','\'(-inf-25.5]\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',0
'\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(102-127.5]\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',1
'\'(178.5-204]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'',1
'\'(178.5-204]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(127.5-153]\'','\'(-inf-25.4]\'','\'(178.5-204]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(76.5-102]\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(51-76.5]\'',0
'\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(153-178.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(51-76.5]\'','\'(51-76.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(76.5-102]\'','\'(127.5-153]\'',1
'\'(127.5-153]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(25.5-51]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(76.5-102]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(25.5-51]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(51-76.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(153-178.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(101.6-127]\'','\'(229.5-inf)\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(127.5-153]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(178.5-204]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(25.5-51]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(204-229.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(127.5-153]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',1
'\'(127.5-153]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(25.5-51]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(50.8-76.2]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(153-178.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(178.5-204]\'','\'(76.5-102]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(51-76.5]\'','\'(153-178.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(127.5-153]\'','\'(229.5-inf)\'',0
'\'(51-76.5]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(25.5-51]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(76.5-102]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(76.5-102]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(25.5-51]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(127.5-153]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(102-127.5]\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(127.5-153]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(153-178.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(102-127.5]\'',0
'\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(204-229.5]\'','\'(-inf-25.4]\'','\'(127.5-153]\'','\'(204-229.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(25.5-51]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(178.5-204]\'','\'(229.5-inf)\'','\'(229.5-inf)\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(178.5-204]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(51-76.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(102-127.5]\'','\'(51-76.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(76.5-102]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(102-127.5]\'','\'(229.5-inf)\'','\'(178.5-204]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(51-76.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(153-178.5]\'','\'(102-127.5]\'',1
'\'(178.5-204]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(204-229.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(127.5-153]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(153-178.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(25.5-51]\'','\'(229.5-inf)\'',0
'\'(153-178.5]\'','\'(-inf-25.5]\'','\'(51-76.5]\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(102-127.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(204-229.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(76.5-102]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(229.5-inf)\'','\'(229.5-inf)\'','\'(76.5-102]\'','\'(-inf-25.4]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(204-229.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(25.5-51]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(102-127.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(178.5-204]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(76.5-102]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(204-229.5]\'','\'(127.5-153]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(178.5-204]\'','\'(-inf-25.5]\'',0
'\'(204-229.5]\'','\'(204-229.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(127.5-153]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(76.5-102]\'','\'(178.5-204]\'','\'(-inf-25.4]\'','\'(127.5-153]\'','\'(-inf-25.5]\'','\'(204-229.5]\'','\'(127.5-153]\'','\'(102-127.5]\'','\'(-inf-25.5]\'',1
'\'(178.5-204]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(153-178.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(102-127.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(51-76.5]\'','\'(25.5-51]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(229.5-inf)\'','\'(153-178.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'',1
'\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(25.5-51]\'','\'(-inf-25.5]\'',1
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'',0
'\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(76.5-102]\'','\'(153-178.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(102-127.5]\'',1
'\'(229.5-inf)\'','\'(51-76.5]\'','\'(-inf-25.5]\'','\'(-inf-25.4]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'','\'(-inf-25.5]\'','\'(229.5-inf)\'','\'(-inf-25.5]\'',0
