@relation './gisette-weka.filters.unsupervised.attribute.Remove-V-R4196,512,558,3657,3976,5001-weka.filters.unsupervised.attribute.Remove-V-R3-4,6'

@attribute attr557 {0,1,2,3,4,5,6,7,8,9}
@attribute attr3656 {0,1,2,3,4,5,6,7,8,9}
@attribute CLASS {0,1}

@data
0,0,1
9,9,0
9,9,0
9,9,0
9,9,0
9,8,0
0,8,1
0,0,1
9,9,0
9,9,0
0,0,1
0,9,0
0,0,1
9,9,0
0,8,0
0,0,0
0,0,0
9,9,0
9,9,0
0,5,0
9,9,0
9,5,0
9,9,0
7,9,0
9,9,1
0,0,1
0,0,0
9,7,0
9,0,1
0,0,1
0,0,1
0,0,1
9,7,0
9,9,0
9,9,0
0,6,0
8,0,0
8,0,1
9,7,0
9,8,0
5,5,0
9,7,0
9,8,0
0,0,1
9,9,1
0,0,1
5,6,0
9,9,0
7,9,0
0,0,1
0,0,1
5,9,1
9,9,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
8,9,0
0,0,1
0,6,0
0,0,1
0,0,1
9,9,0
0,0,1
9,9,0
8,8,0
0,0,1
0,0,1
0,0,1
9,9,0
9,0,0
9,9,0
0,0,1
0,0,0
9,9,0
0,0,0
0,0,1
0,0,1
9,9,0
9,9,0
0,0,1
0,0,1
8,9,0
0,0,1
9,9,0
0,0,1
0,0,0
9,7,0
0,0,1
0,0,1
9,9,0
9,9,0
0,0,0
0,9,1
0,0,0
0,0,1
0,0,1
0,0,0
8,9,0
0,0,1
0,0,1
9,9,0
9,9,0
0,0,0
9,0,1
8,0,1
0,0,1
7,0,0
0,0,1
6,9,0
9,9,1
0,0,1
0,5,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
9,0,0
6,0,0
9,9,0
0,6,1
9,9,0
0,0,1
9,9,1
0,0,1
0,0,1
0,0,0
0,0,1
6,8,0
0,0,1
7,6,0
9,9,0
9,9,0
0,0,1
9,9,0
9,6,0
5,0,1
6,9,0
0,0,1
9,9,0
0,0,1
6,6,0
0,0,1
0,0,1
0,0,1
5,9,0
9,9,0
9,9,0
0,9,1
9,8,0
0,0,1
9,8,1
9,9,0
6,9,0
0,0,1
0,0,1
0,0,0
0,9,1
9,9,0
9,9,0
0,0,1
0,9,1
9,9,0
9,9,0
0,0,1
8,9,0
0,0,1
9,9,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,0
0,0,1
9,9,0
0,0,1
9,0,1
0,0,1
9,0,0
0,0,1
7,9,1
9,9,0
9,8,0
0,0,1
9,0,0
9,9,0
0,7,1
0,0,1
0,0,1
0,6,0
0,0,1
0,0,1
9,7,0
5,0,0
0,0,0
0,0,0
0,0,1
9,9,0
0,0,1
0,0,1
9,8,0
7,9,0
0,0,0
9,8,0
0,7,1
0,0,1
7,9,0
0,0,1
9,9,0
9,7,0
9,6,0
0,0,1
0,0,1
0,9,0
9,9,0
0,0,1
8,9,0
9,9,0
0,9,1
0,0,0
9,9,0
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
0,0,1
7,0,1
0,0,1
0,0,1
7,9,0
0,0,1
7,0,1
5,9,1
9,9,0
0,0,1
7,9,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,6,0
7,0,0
9,5,0
7,9,0
9,9,0
0,0,1
0,0,1
9,8,0
9,9,0
9,9,0
9,9,0
9,9,0
9,9,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,0
0,0,1
0,0,1
7,6,0
0,0,1
0,0,1
9,9,1
0,0,1
9,9,0
9,9,0
7,9,0
0,0,1
0,0,1
0,9,1
9,9,0
0,0,1
0,0,1
9,9,0
7,9,1
0,0,1
0,0,0
7,9,0
5,5,0
0,0,1
8,9,0
0,0,1
9,9,0
0,0,1
9,9,0
0,0,0
0,0,1
9,9,1
9,8,0
6,0,1
0,0,1
0,0,1
8,9,1
9,9,0
0,0,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,6,1
9,9,0
0,8,0
0,7,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
9,9,0
0,0,1
7,9,0
9,9,0
0,0,1
0,0,1
0,0,1
0,9,0
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
9,9,0
8,9,0
0,0,1
9,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
8,7,0
0,0,1
7,5,0
0,0,1
0,9,1
0,0,1
0,6,0
0,0,1
7,9,1
0,0,0
0,0,1
9,7,0
9,9,0
0,0,1
5,9,0
0,0,1
9,9,0
8,6,0
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,7,0
9,9,0
0,0,1
9,9,1
9,9,0
0,0,0
0,0,1
9,9,0
9,0,1
6,6,0
9,8,0
0,0,1
0,0,1
9,6,0
0,9,1
5,9,0
9,6,0
0,0,1
9,9,0
0,0,1
9,5,0
0,0,0
0,0,1
9,7,0
0,0,1
0,0,1
0,0,1
9,9,0
9,9,0
0,0,1
9,9,0
9,9,0
9,9,0
0,0,1
9,7,0
0,0,1
9,9,1
0,0,1
0,0,1
9,9,0
0,0,1
9,9,0
9,9,0
0,0,1
9,7,0
0,0,1
0,0,1
0,0,1
7,9,0
9,9,0
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,7,0
9,7,0
0,0,1
0,0,1
0,0,0
0,0,1
8,8,0
9,9,0
0,0,1
0,0,1
6,0,1
6,9,0
0,0,1
0,5,1
0,0,1
8,0,1
0,0,0
0,0,1
0,0,1
0,0,0
8,6,0
9,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
7,0,0
0,0,0
9,9,0
6,0,1
0,0,1
9,9,1
6,8,0
9,8,0
7,7,0
0,0,1
0,0,1
6,9,0
9,9,0
9,9,0
9,7,0
0,0,1
0,0,1
9,9,0
0,0,1
6,9,0
0,0,1
9,9,0
9,9,0
0,0,1
0,0,0
9,9,0
5,9,0
6,5,0
9,0,0
0,6,1
0,8,0
9,8,0
0,0,1
0,0,1
7,9,0
9,5,0
9,9,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,0
0,0,0
9,9,0
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
5,8,0
7,9,0
6,0,0
9,9,0
9,9,0
9,6,0
9,9,0
0,5,1
0,0,1
9,8,1
7,9,0
6,7,0
9,9,0
0,0,1
9,0,1
9,9,0
5,0,1
0,0,1
5,0,0
0,0,0
0,6,0
9,9,0
0,0,1
0,0,0
0,0,1
7,8,0
0,9,0
9,9,0
9,9,0
9,9,0
9,9,0
0,0,1
9,9,0
5,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,6,0
8,9,0
5,7,0
0,0,1
0,0,0
5,0,1
0,0,1
5,9,0
0,0,1
9,9,0
9,9,0
9,9,0
0,0,1
6,9,0
0,0,1
9,9,0
0,0,1
9,9,1
0,0,0
0,0,1
9,9,0
9,9,0
9,9,0
9,8,0
9,9,0
7,9,0
0,0,1
7,6,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
9,9,0
9,9,0
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,0
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
0,0,0
0,0,1
9,9,0
9,9,0
9,9,0
0,0,1
0,6,0
0,0,1
9,9,0
0,0,1
8,0,1
0,0,1
9,0,1
9,9,0
6,9,0
9,9,0
0,0,1
0,0,1
9,9,0
6,7,0
0,0,1
0,0,1
0,0,1
6,9,1
7,9,0
7,0,0
0,0,1
0,0,1
9,8,0
0,0,1
9,0,1
0,9,1
9,9,0
8,0,0
9,9,0
0,5,0
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
5,0,0
0,0,1
9,9,1
0,9,1
9,9,0
9,9,0
9,6,1
9,9,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
9,7,0
0,0,1
6,0,1
9,9,0
9,9,0
0,0,1
7,0,0
0,0,1
0,0,1
0,9,1
0,5,0
9,9,0
0,0,1
9,9,0
0,0,1
9,9,0
5,8,0
9,9,0
9,9,0
0,0,1
0,6,0
0,0,1
9,9,0
0,0,0
5,0,0
0,0,1
5,6,0
8,8,0
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
9,7,0
9,9,0
8,0,0
0,0,1
0,0,1
0,0,1
6,9,0
0,0,1
9,9,0
9,9,0
9,9,0
9,9,0
5,0,0
9,9,0
9,9,0
0,0,1
0,6,0
9,9,0
9,9,0
0,0,1
0,0,1
9,0,0
0,0,1
5,9,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
8,9,0
7,9,0
9,9,0
9,9,0
9,9,1
0,0,1
9,9,0
8,8,0
5,0,1
9,9,0
9,9,0
9,0,1
0,0,1
0,0,0
0,0,1
8,9,0
0,0,1
0,0,1
0,0,1
8,9,0
0,0,1
0,0,1
0,0,1
5,8,0
9,9,0
0,0,1
9,9,0
0,0,1
0,0,1
0,8,0
8,0,0
5,7,0
0,9,0
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,8,0
0,0,1
9,9,0
9,8,0
9,9,0
7,5,0
0,0,1
0,0,0
9,9,0
0,0,1
0,0,1
9,9,0
7,9,1
8,9,0
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
9,7,0
0,0,0
0,0,1
9,9,0
0,7,0
0,0,1
0,0,1
0,0,0
7,9,0
9,9,0
0,0,0
0,0,1
9,9,0
0,0,1
8,9,0
0,6,0
0,0,1
6,8,0
0,0,1
9,9,0
0,0,1
0,0,0
9,9,0
9,9,0
0,7,0
6,9,0
0,0,1
0,0,1
9,9,0
6,0,1
9,9,0
0,8,1
0,0,1
0,8,0
0,0,1
9,9,0
9,7,0
0,0,1
9,9,0
7,9,0
9,9,0
0,8,0
8,9,0
0,8,0
0,8,0
0,0,1
0,0,1
0,0,1
0,0,0
9,7,0
8,6,0
0,0,1
9,0,1
0,0,1
9,0,1
9,9,1
0,0,1
5,7,0
9,6,1
0,6,1
9,9,0
5,0,0
0,0,1
9,7,0
0,0,1
0,0,1
0,0,1
0,0,1
9,8,0
9,9,0
7,0,1
7,9,0
6,9,0
7,6,0
0,0,1
0,0,1
0,0,1
7,9,0
7,6,0
9,9,0
0,0,1
6,0,1
8,9,0
9,9,0
8,0,1
9,9,0
0,9,0
0,5,0
0,0,1
0,0,1
0,0,1
0,0,0
9,9,0
7,5,0
9,7,0
9,0,1
9,9,0
0,0,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
5,9,0
0,0,1
0,5,0
9,9,1
7,9,0
0,0,1
0,0,1
0,7,0
0,0,1
9,9,1
0,0,1
0,0,1
8,7,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,9,0
0,0,1
0,0,1
0,0,1
0,0,1
7,8,0
0,0,1
9,9,1
9,9,1
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
0,0,1
8,9,0
9,9,0
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
0,0,1
5,0,1
8,8,0
8,9,0
0,0,1
9,9,0
9,9,0
9,9,0
9,9,0
0,6,0
0,0,1
0,0,1
0,0,1
7,9,0
9,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
5,9,0
9,9,0
0,0,0
9,8,0
0,0,1
7,7,0
0,0,1
9,9,0
0,0,0
0,0,1
9,9,0
0,0,1
0,0,1
6,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,5,0
0,0,0
8,9,0
9,9,0
0,0,1
9,9,0
0,0,1
0,0,1
8,8,0
9,9,0
0,0,1
9,9,0
0,0,1
9,8,0
0,0,1
0,0,1
0,0,1
9,9,0
9,9,0
9,9,0
9,9,0
0,0,1
0,0,1
0,0,1
8,9,0
9,9,0
9,9,0
9,9,1
0,0,1
0,6,0
0,0,1
0,0,1
8,9,0
5,6,0
6,8,0
9,9,0
0,0,1
9,6,0
0,0,0
9,9,1
9,9,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
8,8,0
0,0,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
6,9,0
9,9,0
0,0,0
8,9,0
0,0,0
0,0,1
0,0,1
7,9,1
0,0,0
7,0,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
8,9,0
0,0,1
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
9,9,1
9,9,0
0,0,1
9,0,1
9,9,0
9,9,0
9,7,1
0,0,0
0,0,1
0,0,1
9,9,0
9,9,0
8,6,1
0,0,1
0,0,1
7,5,0
0,0,1
9,0,0
7,9,0
6,9,0
7,9,0
0,0,1
9,9,0
0,0,1
9,9,0
7,9,1
0,0,1
9,9,0
0,0,0
8,9,0
0,7,0
0,0,1
6,7,0
9,5,0
7,9,0
0,0,1
9,9,0
0,9,1
5,5,0
0,0,1
9,9,0
0,5,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,0
6,8,1
0,0,1
0,0,0
9,9,0
0,0,1
0,9,0
9,9,0
0,0,0
9,9,0
9,9,0
0,9,1
9,0,1
0,5,0
0,0,1
0,0,1
8,9,0
0,0,1
7,9,0
9,9,0
9,9,0
0,0,1
9,9,0
9,9,0
0,0,0
0,0,1
0,0,1
0,0,1
9,9,1
0,0,0
0,9,1
0,0,1
9,9,0
8,0,0
9,9,0
6,9,1
7,9,1
8,9,0
0,0,1
8,9,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
5,9,1
0,0,1
9,9,0
0,0,1
9,9,0
9,9,0
0,0,1
8,7,1
9,9,0
0,8,0
0,0,1
9,9,1
9,6,0
0,0,0
0,0,1
7,9,0
6,9,0
7,9,0
0,0,1
9,7,1
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
7,7,0
0,0,1
9,9,0
0,0,1
0,0,0
9,9,0
6,7,0
0,0,1
9,9,0
9,7,0
0,0,1
0,0,1
0,0,1
9,9,0
9,5,1
0,0,1
0,0,1
0,0,1
9,9,0
9,9,0
9,9,0
9,9,0
0,0,1
0,0,1
0,0,1
0,5,1
0,0,1
0,0,1
9,9,1
9,9,0
0,0,1
6,0,1
8,9,0
9,9,0
0,0,1
7,0,1
0,0,1
9,9,0
9,9,0
0,0,1
8,7,1
9,9,1
0,0,1
0,0,1
0,0,1
9,9,1
9,9,0
0,7,0
0,0,1
7,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
8,9,0
0,0,1
9,9,0
9,9,0
0,0,1
6,7,0
9,9,0
9,9,0
0,0,1
6,0,0
0,0,1
9,6,0
0,0,1
5,0,1
9,5,1
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,0
9,9,0
0,0,1
5,0,0
0,0,1
9,9,0
9,9,0
6,5,0
0,0,1
0,0,1
7,0,1
9,9,0
7,9,0
9,5,0
0,0,0
0,0,0
8,5,0
0,7,1
0,5,0
0,0,0
0,8,1
0,0,1
9,9,0
0,0,1
0,0,1
0,9,0
0,0,1
0,9,1
8,9,0
0,0,0
0,0,1
9,7,0
0,9,1
0,0,0
0,0,0
0,0,1
9,8,0
0,0,1
0,0,1
9,9,1
0,0,1
0,7,0
9,9,0
9,9,0
0,0,1
0,0,0
9,9,0
0,0,1
9,9,1
0,0,0
9,9,0
0,0,1
0,0,1
8,9,0
0,0,1
9,9,1
0,8,1
0,8,0
0,0,1
9,9,0
0,0,1
0,8,0
5,9,0
7,0,0
0,0,1
9,9,0
9,7,1
9,9,0
9,9,0
9,8,0
0,0,1
0,0,0
0,0,1
9,9,0
0,0,0
9,9,0
0,0,1
6,9,0
9,9,0
9,9,0
9,9,0
9,9,0
9,9,0
9,9,1
0,0,1
0,0,1
0,0,1
9,9,0
0,5,1
8,8,0
0,7,0
0,8,0
9,9,0
0,0,1
0,9,1
7,9,0
9,9,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
9,0,1
9,9,0
7,0,0
9,9,0
0,0,1
9,9,0
9,9,0
9,9,0
9,9,0
0,0,0
0,0,1
0,5,1
0,0,1
9,9,0
0,0,1
9,0,0
7,9,0
0,0,1
9,9,0
0,7,1
0,0,1
0,0,0
0,0,1
0,0,1
0,6,0
0,0,1
0,0,1
7,9,0
9,9,0
8,0,0
0,8,0
9,9,0
5,9,0
0,0,1
0,7,0
0,0,1
0,0,1
9,9,0
0,0,0
9,9,0
0,0,1
0,0,1
0,0,0
0,7,0
0,0,1
9,9,0
0,0,0
0,0,1
9,9,0
9,9,0
0,0,1
0,0,1
0,0,1
7,0,0
0,0,1
9,9,1
9,9,0
9,9,0
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
8,9,0
0,0,1
0,0,0
9,9,0
0,0,1
9,9,0
8,9,0
9,9,0
9,9,0
0,0,1
9,9,0
6,9,1
0,0,1
0,0,1
8,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
5,5,0
0,0,1
0,0,1
0,9,1
0,0,1
0,0,1
0,0,1
0,0,1
9,0,1
0,6,0
0,0,1
5,9,0
0,0,1
7,0,0
0,0,0
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
9,9,1
0,0,0
9,9,0
6,6,0
0,0,1
9,9,0
9,8,0
0,8,1
8,9,0
9,0,0
5,9,0
0,0,1
8,9,0
9,9,0
9,7,0
0,0,1
8,9,0
7,9,1
0,0,1
8,9,0
9,9,0
0,0,1
0,0,1
9,9,0
8,9,1
0,5,0
9,9,0
9,9,1
0,0,1
9,9,0
8,9,0
0,0,1
0,0,1
0,0,1
9,9,0
9,7,0
6,9,0
0,7,1
0,0,0
7,0,0
9,9,0
0,0,1
8,0,1
0,0,1
9,5,0
0,0,1
8,9,0
0,0,1
0,0,1
9,9,0
9,9,0
0,9,1
0,0,1
0,0,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
5,8,0
9,9,0
0,0,0
8,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,8,0
0,0,0
9,9,0
9,9,0
9,7,0
6,0,0
0,0,0
7,9,0
7,9,0
6,9,0
0,0,1
5,9,0
0,0,1
9,9,0
8,5,0
0,0,1
9,9,0
9,9,0
0,7,0
0,0,1
0,0,1
9,9,0
0,0,1
9,0,0
0,0,0
0,0,1
5,5,0
9,9,0
9,9,0
0,9,0
0,0,1
9,9,0
9,9,0
8,9,0
0,0,1
0,0,1
5,0,1
0,6,0
0,0,1
8,9,0
9,6,1
0,7,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,9,1
0,0,1
8,9,0
8,9,0
9,9,0
0,0,1
0,0,0
0,0,1
7,6,0
0,0,1
9,9,0
0,0,0
9,9,0
9,8,0
7,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,9,1
9,0,1
9,9,0
0,0,0
5,9,0
9,9,0
0,0,1
0,0,1
9,7,0
9,6,0
0,0,1
0,0,0
9,9,0
5,5,0
7,9,1
9,9,0
9,9,0
0,0,1
0,0,0
0,0,1
0,0,1
8,9,0
9,9,0
9,9,1
8,9,0
9,9,0
6,5,0
0,0,1
0,0,1
7,9,0
0,0,0
9,9,0
0,0,1
5,8,0
9,9,0
0,0,1
0,0,1
7,0,0
6,9,0
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
9,6,0
9,9,0
0,0,1
0,0,1
0,0,1
9,9,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
5,0,0
9,8,0
9,9,0
9,0,1
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
0,6,1
0,9,1
0,0,1
9,9,0
9,9,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
9,7,0
0,6,1
9,9,0
5,9,0
0,0,1
9,8,0
8,0,0
9,9,0
0,0,1
0,0,0
9,9,0
0,0,0
7,0,1
9,9,0
9,9,1
9,9,0
7,8,0
0,0,1
8,9,0
9,9,0
9,0,1
0,0,1
0,0,1
9,6,0
0,0,1
0,0,1
0,0,1
9,8,0
0,0,1
0,0,1
9,9,0
9,8,0
9,5,0
9,0,1
9,9,1
9,9,0
9,7,0
0,0,1
7,9,0
0,0,1
0,0,0
9,9,0
9,9,0
5,9,1
9,5,0
0,0,1
0,0,1
9,8,0
9,9,0
0,0,1
0,0,1
0,7,0
0,7,0
7,6,1
0,0,1
8,9,1
0,0,0
0,6,1
7,7,0
0,0,1
0,0,1
0,0,1
0,0,1
0,9,1
9,9,0
0,0,1
0,0,0
9,9,0
9,9,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
7,9,0
0,0,1
0,0,1
9,9,0
0,0,1
7,0,1
9,9,0
9,0,1
7,0,1
9,9,0
9,9,0
9,8,0
0,0,1
6,9,0
7,9,0
5,5,0
0,0,1
7,9,0
9,9,0
7,7,0
9,5,0
0,0,1
7,0,1
0,0,0
6,9,0
0,9,1
0,0,1
0,0,1
0,0,1
7,9,0
0,0,1
9,9,0
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
0,0,0
9,9,0
6,9,0
0,0,1
0,0,1
0,5,0
0,0,1
9,9,0
9,8,0
9,9,1
0,0,1
0,9,1
9,6,1
9,9,0
0,0,1
9,9,0
7,9,0
0,7,0
0,0,1
5,9,0
0,0,1
0,0,1
9,9,0
9,0,0
9,0,1
0,0,0
0,0,1
9,9,0
7,5,0
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
9,9,0
0,0,1
9,9,0
9,0,0
9,9,0
0,0,1
9,9,0
7,0,0
0,0,0
0,6,0
0,0,1
9,9,0
0,0,1
0,5,0
0,0,1
0,0,0
9,9,0
0,0,1
8,8,0
0,0,1
5,9,0
9,9,0
5,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,0
5,0,1
6,9,0
0,0,1
7,0,0
6,5,0
0,0,0
0,5,1
9,9,0
0,0,1
0,0,0
0,0,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,9,1
9,9,0
9,9,0
9,9,0
9,8,1
9,9,0
0,0,1
8,9,0
9,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,7,0
9,9,0
0,0,0
9,9,0
9,9,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
5,9,0
0,0,1
9,9,0
9,9,0
0,0,0
0,0,1
9,9,0
0,0,1
9,9,0
9,8,0
0,0,1
9,9,0
0,0,1
0,0,1
9,8,0
9,9,0
9,9,0
9,0,1
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
9,9,0
0,0,1
9,9,0
0,0,1
7,9,0
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
0,0,0
0,0,1
7,5,0
0,0,1
7,8,0
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
7,0,0
7,9,0
8,9,0
9,0,0
0,0,1
8,0,0
0,0,1
0,0,1
0,9,0
9,9,0
0,0,1
0,0,1
8,0,1
9,7,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
7,9,0
9,9,0
6,9,0
0,0,1
7,9,0
0,0,1
6,6,0
0,0,1
9,9,0
9,8,1
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
9,9,0
6,9,0
0,8,0
8,0,0
0,0,1
0,0,1
9,9,0
0,0,0
0,0,1
0,0,1
0,0,1
8,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
8,9,0
0,5,0
0,0,1
0,0,1
8,9,1
0,0,1
9,9,0
8,9,0
9,9,0
0,0,0
0,0,0
0,0,0
0,9,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
8,6,0
7,9,0
5,9,0
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
0,9,0
0,0,0
7,9,0
0,0,1
0,0,1
0,0,1
8,9,0
7,9,0
9,9,0
0,0,1
5,7,0
0,0,1
9,6,0
8,9,0
6,0,0
9,9,0
6,0,0
9,9,0
6,9,0
9,0,1
0,0,1
9,7,1
0,0,1
9,6,0
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
7,9,0
0,0,1
0,0,1
0,0,1
0,0,1
7,5,0
9,9,0
9,9,0
0,0,1
0,0,1
9,6,0
0,0,1
9,9,0
9,0,0
0,0,1
0,8,0
0,0,0
0,0,0
9,9,0
0,0,1
0,0,1
5,9,1
0,0,1
0,0,1
0,0,1
0,0,1
5,5,0
0,0,1
9,9,0
0,0,1
8,0,1
0,6,0
0,0,1
8,6,0
9,9,0
0,0,1
0,0,1
0,0,1
5,9,0
9,9,0
9,7,0
0,0,1
9,9,0
0,0,1
0,0,1
8,9,1
9,9,0
0,0,1
9,9,0
9,9,1
8,9,0
0,0,1
0,0,1
0,0,1
9,9,0
6,9,0
0,0,1
0,0,1
9,8,0
0,9,1
7,9,0
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
9,9,0
8,9,0
0,0,1
6,0,0
0,0,0
9,9,0
9,9,0
0,0,1
0,5,1
9,6,0
7,0,0
9,9,0
0,0,0
0,9,1
9,9,0
0,0,1
9,9,0
9,9,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
9,9,0
0,0,1
5,9,1
9,9,0
0,5,1
0,0,1
0,0,1
0,0,1
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
9,9,0
6,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,5,1
9,9,0
0,5,0
9,9,0
0,0,1
9,9,0
9,9,0
9,9,0
9,9,0
0,0,1
7,0,0
0,0,0
9,9,0
0,0,1
0,0,1
0,0,1
9,8,0
0,6,1
0,0,1
0,0,0
0,0,1
0,6,0
0,0,0
0,0,1
0,0,1
0,0,1
7,9,0
9,7,0
9,9,0
9,9,0
7,0,0
9,9,0
0,0,1
8,9,0
9,9,0
8,5,0
5,7,0
9,9,0
0,0,1
0,0,1
6,9,0
0,0,1
9,9,0
0,0,1
0,0,1
9,9,0
0,0,1
0,0,1
0,0,1
0,6,1
5,6,0
9,9,1
0,0,1
0,0,1
9,8,0
0,0,1
0,7,1
9,9,0
0,9,1
6,9,0
0,0,1
6,7,0
0,0,1
8,9,0
0,0,0
9,8,0
0,0,1
0,0,1
0,9,0
9,8,0
0,0,1
6,7,0
5,0,0
0,0,1
6,8,0
9,9,0
0,0,1
0,6,1
9,9,0
9,9,0
0,0,1
9,9,0
9,9,0
7,9,0
0,0,1
9,9,0
0,0,1
0,0,1
8,9,0
9,9,0
5,8,0
9,9,0
0,0,1
9,9,0
0,0,1
9,9,0
0,0,1
0,0,0
0,0,1
9,9,0
0,8,0
0,0,1
0,0,1
7,9,0
5,8,0
9,9,0
9,0,1
0,0,1
0,0,1
9,9,0
9,8,0
6,9,0
0,0,1
0,0,1
0,5,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
5,0,1
0,0,1
9,9,0
0,0,1
5,7,0
6,7,0
7,9,0
0,0,1
0,0,1
0,0,1
0,0,1
5,9,0
9,9,0
9,0,1
0,0,1
9,9,1
