@relation './sylva-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R175,177,186,211,209,185,213,210,212,214,202,215-216,203,217-weka.filters.unsupervised.attribute.Remove-V-R1-15'

@attribute feature-88 {'\'(-inf-71.1]\'','\'(71.1-142.2]\'','\'(142.2-213.3]\'','\'(213.3-284.4]\'','\'(284.4-355.5]\'','\'(355.5-426.6]\'','\'(426.6-497.7]\'','\'(497.7-568.8]\'','\'(568.8-639.9]\'','\'(639.9-inf)\''}
@attribute feature-41 {'\'(-inf-102]\'','\'(102-200]\'','\'(200-298]\'','\'(298-396]\'','\'(396-494]\'','\'(494-592]\'','\'(592-690]\'','\'(690-788]\'','\'(788-886]\'','\'(886-inf)\''}
@attribute feature-204 {'\'(-inf-99.1]\'','\'(99.1-198.2]\'','\'(198.2-297.3]\'','\'(297.3-396.4]\'','\'(396.4-495.5]\'','\'(495.5-594.6]\'','\'(594.6-693.7]\'','\'(693.7-792.8]\'','\'(792.8-891.9]\'','\'(891.9-inf)\''}
@attribute feature-189 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute feature-110 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute feature-125 {'\'(-inf-99.1]\'','\'(99.1-198.2]\'','\'(198.2-297.3]\'','\'(297.3-396.4]\'','\'(396.4-495.5]\'','\'(495.5-594.6]\'','\'(594.6-693.7]\'','\'(693.7-792.8]\'','\'(792.8-891.9]\'','\'(891.9-inf)\''}
@attribute feature-172 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute feature-197 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute feature-64 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute feature-51 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute feature-170 {'\'(-inf-111.8]\'','\'(111.8-209.6]\'','\'(209.6-307.4]\'','\'(307.4-405.2]\'','\'(405.2-503]\'','\'(503-600.8]\'','\'(600.8-698.6]\'','\'(698.6-796.4]\'','\'(796.4-894.2]\'','\'(894.2-inf)\''}
@attribute feature-84 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute feature-20 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute feature-182 {'\'(-inf-108.9]\'','\'(108.9-207.8]\'','\'(207.8-306.7]\'','\'(306.7-405.6]\'','\'(405.6-504.5]\'','\'(504.5-603.4]\'','\'(603.4-702.3]\'','\'(702.3-801.2]\'','\'(801.2-900.1]\'','\'(900.1-inf)\''}
@attribute CLASS {0,1}

@data
'\'(142.2-213.3]\'','\'(200-298]\'','\'(693.7-792.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(142.2-213.3]\'','\'(102-200]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(213.3-284.4]\'','\'(690-788]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(213.3-284.4]\'','\'(200-298]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(693.7-792.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(426.6-497.7]\'','\'(-inf-102]\'','\'(-inf-99.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(111.8-209.6]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(108.9-207.8]\'',1
'\'(213.3-284.4]\'','\'(298-396]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(142.2-213.3]\'','\'(298-396]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(142.2-213.3]\'','\'(396-494]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(307.4-405.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(-inf-71.1]\'','\'(298-396]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(698.6-796.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(355.5-426.6]\'','\'(102-200]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(71.1-142.2]\'','\'(-inf-102]\'','\'(792.8-891.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(307.4-405.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(284.4-355.5]\'','\'(102-200]\'','\'(693.7-792.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(213.3-284.4]\'','\'(102-200]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(142.2-213.3]\'','\'(200-298]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(142.2-213.3]\'','\'(-inf-102]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(594.6-693.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(71.1-142.2]\'','\'(200-298]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(698.6-796.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(71.1-142.2]\'','\'(102-200]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(71.1-142.2]\'','\'(200-298]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(213.3-284.4]\'','\'(396-494]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(594.6-693.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(-inf-71.1]\'','\'(494-592]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(284.4-355.5]\'','\'(298-396]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(213.3-284.4]\'','\'(494-592]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(594.6-693.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(213.3-284.4]\'','\'(102-200]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(213.3-284.4]\'','\'(102-200]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(698.6-796.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(355.5-426.6]\'','\'(200-298]\'','\'(792.8-891.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(198.2-297.3]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(307.4-405.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(355.5-426.6]\'','\'(886-inf)\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(284.4-355.5]\'','\'(200-298]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(698.6-796.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(213.3-284.4]\'','\'(102-200]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(307.4-405.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(71.1-142.2]\'','\'(298-396]\'','\'(594.6-693.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(426.6-497.7]\'','\'(102-200]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(-inf-71.1]\'','\'(592-690]\'','\'(792.8-891.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(693.7-792.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(355.5-426.6]\'','\'(200-298]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(307.4-405.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',1
'\'(71.1-142.2]\'','\'(200-298]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(698.6-796.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(142.2-213.3]\'','\'(102-200]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'',0
'\'(284.4-355.5]\'','\'(298-396]\'','\'(99.1-198.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(796.4-894.2]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(207.8-306.7]\'',0
'\'(71.1-142.2]\'','\'(494-592]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(698.6-796.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(355.5-426.6]\'','\'(396-494]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(142.2-213.3]\'','\'(-inf-102]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(497.7-568.8]\'','\'(494-592]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(71.1-142.2]\'','\'(298-396]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(792.8-891.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(213.3-284.4]\'','\'(-inf-102]\'','\'(396.4-495.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(693.7-792.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(142.2-213.3]\'','\'(396-494]\'','\'(792.8-891.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(594.6-693.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(71.1-142.2]\'','\'(200-298]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(307.4-405.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(71.1-142.2]\'','\'(200-298]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(594.6-693.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(355.5-426.6]\'','\'(298-396]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(213.3-284.4]\'','\'(200-298]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'',0
'\'(142.2-213.3]\'','\'(200-298]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(698.6-796.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'',0
'\'(426.6-497.7]\'','\'(102-200]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(-inf-71.1]\'','\'(298-396]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(71.1-142.2]\'','\'(298-396]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.2-503]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(-inf-71.1]\'','\'(298-396]\'','\'(594.6-693.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(-inf-71.1]\'','\'(102-200]\'','\'(495.5-594.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(355.5-426.6]\'','\'(298-396]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(71.1-142.2]\'','\'(200-298]\'','\'(693.7-792.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(307.4-405.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
'\'(213.3-284.4]\'','\'(102-200]\'','\'(198.2-297.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(-inf-71.1]\'','\'(102-200]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(503-600.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(71.1-142.2]\'','\'(-inf-102]\'','\'(792.8-891.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-99.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'',0
'\'(142.2-213.3]\'','\'(396-494]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(297.3-396.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(702.3-801.2]\'',0
'\'(213.3-284.4]\'','\'(102-200]\'','\'(99.1-198.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(99.1-198.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(207.8-306.7]\'',0
'\'(142.2-213.3]\'','\'(200-298]\'','\'(693.7-792.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(594.6-693.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(600.8-698.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'',0
